Team [team_name=Boston Celtics, division_id=Atlantic, conference_id=East]
Team [team_name=Brooklyn Nets, division_id=Atlantic, conference_id=East]
Team [team_name=New York Knicks, division_id=Atlantic, conference_id=East]
Team [team_name=Philadelphia 76ers, division_id=Atlantic, conference_id=East]
Team [team_name=Toronto Raptors, division_id=Atlantic, conference_id=East]
Team [team_name=Chicago Bulls, division_id=Central, conference_id=East]
Team [team_name=Cleveland Cavaliers, division_id=Central, conference_id=East]
Team [team_name=Detroit Pistons, division_id=Central, conference_id=East]
Team [team_name=Indiana Pacers, division_id=Central, conference_id=East]
Team [team_name=Milwaukee Bucks, division_id=Central, conference_id=East]
Team [team_name=Atlanta Hawks, division_id=Southeast, conference_id=East]
Team [team_name=Charlotte Hornets, division_id=Southeast, conference_id=East]
Team [team_name=Miami Heat, division_id=Southeast, conference_id=East]
Team [team_name=Orlando Magic, division_id=Southeast, conference_id=East]
Team [team_name=Washington Wizards, division_id=Southeast, conference_id=East]
Team [team_name=Denver Nuggets, division_id=Northwest, conference_id=West]
Team [team_name=Minnesota Timberwolves, division_id=Northwest, conference_id=West]
Team [team_name=Oklahoma City Thunder, division_id=Northwest, conference_id=West]
Team [team_name=Portland Trail Blazers, division_id=Northwest, conference_id=West]
Team [team_name=Utah Jazz, division_id=Northwest, conference_id=West]
Team [team_name=Golden State Warriors, division_id=Pacific, conference_id=West]
Team [team_name=LA Clippers, division_id=Pacific, conference_id=West]
Team [team_name=Los Angeles Lakers, division_id=Pacific, conference_id=West]
Team [team_name=Phoenix Suns, division_id=Pacific, conference_id=West]
Team [team_name=Sacramento Kings, division_id=Pacific, conference_id=West]
Team [team_name=Dallas Mavericks, division_id=Southwest, conference_id=West]
Team [team_name=Houston Rockets, division_id=Southwest, conference_id=West]
GameInfo [date=Mon Mar 27 00:00:00 EDT 2017, home_team=San Antonio Spurs, away_team=Cleveland Cavaliers, home_score=103, away_score=74, winner=Home]
GameInfo [date=Mon Mar 27 00:00:00 EDT 2017, home_team=Dallas Mavericks, away_team=Oklahoma City Thunder, home_score=91, away_score=92, winner=Away]
GameInfo [date=Mon Mar 27 00:00:00 EDT 2017, home_team=Sacramento Kings, away_team=Memphis Grizzlies, home_score=91, away_score=90, winner=Home]
GameInfo [date=Mon Mar 27 00:00:00 EDT 2017, home_team=Utah Jazz, away_team=New Orleans Pelicans, home_score=108, away_score=100, winner=Home]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Charlotte Hornets, away_team=Milwaukee Bucks, home_score=108, away_score=118, winner=Away]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Indiana Pacers, away_team=Minnesota Timberwolves, home_score=114, away_score=115, winner=Away]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Brooklyn Nets, away_team=Philadelphia 76ers, home_score=101, away_score=106, winner=Away]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Atlanta Hawks, away_team=Phoenix Suns, home_score=95, away_score=91, winner=Home]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Detroit Pistons, away_team=Miami Heat, home_score=96, away_score=97, winner=Away]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Houston Rockets, away_team=Golden State Warriors, home_score=106, away_score=113, winner=Away]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Portland Trail Blazers, away_team=Denver Nuggets, home_score=122, away_score=113, winner=Home]
GameInfo [date=Tue Mar 28 00:00:00 EDT 2017, home_team=Los Angeles Lakers, away_team=Washington Wizards, home_score=108, away_score=119, winner=Away]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=Philadelphia 76ers, away_team=Atlanta Hawks, home_score=92, away_score=99, winner=Away]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=Orlando Magic, away_team=Oklahoma City Thunder, home_score=106, away_score=114, winner=Away]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=Boston Celtics, away_team=Milwaukee Bucks, home_score=100, away_score=103, winner=Away]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=Toronto Raptors, away_team=Charlotte Hornets, home_score=106, away_score=110, winner=Away]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=New York Knicks, away_team=Miami Heat, home_score=88, away_score=105, winner=Away]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=Memphis Grizzlies, away_team=Indiana Pacers, home_score=110, away_score=97, winner=Home]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=New Orleans Pelicans, away_team=Dallas Mavericks, home_score=121, away_score=118, winner=Home]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=San Antonio Spurs, away_team=Golden State Warriors, home_score=98, away_score=110, winner=Away]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=LA Clippers, away_team=Washington Wizards, home_score=133, away_score=124, winner=Home]
GameInfo [date=Wed Mar 29 00:00:00 EDT 2017, home_team=Sacramento Kings, away_team=Utah Jazz, home_score=82, away_score=112, winner=Away]
GameInfo [date=Thu Mar 30 00:00:00 EDT 2017, home_team=Detroit Pistons, away_team=Brooklyn Nets, home_score=90, away_score=89, winner=Home]
GameInfo [date=Thu Mar 30 00:00:00 EDT 2017, home_team=Chicago Bulls, away_team=Cleveland Cavaliers, home_score=99, away_score=93, winner=Home]
GameInfo [date=Thu Mar 30 00:00:00 EDT 2017, home_team=Minnesota Timberwolves, away_team=Los Angeles Lakers, home_score=119, away_score=104, winner=Home]
GameInfo [date=Thu Mar 30 00:00:00 EDT 2017, home_team=Phoenix Suns, away_team=LA Clippers, home_score=118, away_score=124, winner=Away]
GameInfo [date=Thu Mar 30 00:00:00 EDT 2017, home_team=Portland Trail Blazers, away_team=Houston Rockets, home_score=117, away_score=107, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Toronto Raptors, away_team=Indiana Pacers, home_score=111, away_score=100, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Charlotte Hornets, away_team=Denver Nuggets, home_score=122, away_score=114, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Cleveland Cavaliers, away_team=Philadelphia 76ers, home_score=122, away_score=105, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Boston Celtics, away_team=Orlando Magic, home_score=117, away_score=116, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Milwaukee Bucks, away_team=Detroit Pistons, home_score=108, away_score=105, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Memphis Grizzlies, away_team=Dallas Mavericks, home_score=99, away_score=90, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=New Orleans Pelicans, away_team=Sacramento Kings, home_score=117, away_score=89, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Miami Heat, away_team=New York Knicks, home_score=94, away_score=98, winner=Away]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Utah Jazz, away_team=Washington Wizards, home_score=95, away_score=88, winner=Home]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Oklahoma City Thunder, away_team=San Antonio Spurs, home_score=95, away_score=100, winner=Away]
GameInfo [date=Fri Mar 31 00:00:00 EDT 2017, home_team=Golden State Warriors, away_team=Houston Rockets, home_score=107, away_score=98, winner=Home]
GameInfo [date=Sat Apr 01 00:00:00 EDT 2017, home_team=LA Clippers, away_team=Los Angeles Lakers, home_score=115, away_score=104, winner=Home]
GameInfo [date=Sat Apr 01 00:00:00 EDT 2017, home_team=Chicago Bulls, away_team=Atlanta Hawks, home_score=106, away_score=104, winner=Home]
GameInfo [date=Sat Apr 01 00:00:00 EDT 2017, home_team=Brooklyn Nets, away_team=Orlando Magic, home_score=121, away_score=111, winner=Home]
GameInfo [date=Sat Apr 01 00:00:00 EDT 2017, home_team=Minnesota Timberwolves, away_team=Sacramento Kings, home_score=117, away_score=123, winner=Away]
GameInfo [date=Sat Apr 01 00:00:00 EDT 2017, home_team=Portland Trail Blazers, away_team=Phoenix Suns, home_score=130, away_score=117, winner=Home]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Oklahoma City Thunder, away_team=Charlotte Hornets, home_score=101, away_score=113, winner=Away]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Los Angeles Lakers, away_team=Memphis Grizzlies, home_score=108, away_score=103, winner=Home]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Milwaukee Bucks, away_team=Dallas Mavericks, home_score=105, away_score=109, winner=Away]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=New York Knicks, away_team=Boston Celtics, home_score=94, away_score=110, winner=Away]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=New Orleans Pelicans, away_team=Chicago Bulls, home_score=110, away_score=117, winner=Away]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Toronto Raptors, away_team=Philadelphia 76ers, home_score=113, away_score=105, winner=Home]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Brooklyn Nets, away_team=Atlanta Hawks, home_score=91, away_score=82, winner=Home]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Miami Heat, away_team=Denver Nuggets, home_score=113, away_score=116, winner=Away]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Cleveland Cavaliers, away_team=Indiana Pacers, home_score=135, away_score=130, winner=Home]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=San Antonio Spurs, away_team=Utah Jazz, home_score=109, away_score=103, winner=Home]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Golden State Warriors, away_team=Washington Wizards, home_score=139, away_score=115, winner=Home]
GameInfo [date=Sun Apr 02 00:00:00 EDT 2017, home_team=Phoenix Suns, away_team=Houston Rockets, home_score=116, away_score=123, winner=Away]
GameInfo [date=Mon Apr 03 00:00:00 EDT 2017, home_team=Minnesota Timberwolves, away_team=Portland Trail Blazers, home_score=110, away_score=109, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Philadelphia 76ers, away_team=Brooklyn Nets, home_score=118, away_score=141, winner=Away]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Washington Wizards, away_team=Charlotte Hornets, home_score=118, away_score=111, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Cleveland Cavaliers, away_team=Orlando Magic, home_score=122, away_score=102, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Indiana Pacers, away_team=Toronto Raptors, home_score=108, away_score=90, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=New Orleans Pelicans, away_team=Denver Nuggets, home_score=131, away_score=134, winner=Away]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Oklahoma City Thunder, away_team=Milwaukee Bucks, home_score=110, away_score=79, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=New York Knicks, away_team=Chicago Bulls, home_score=100, away_score=91, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=San Antonio Spurs, away_team=Memphis Grizzlies, home_score=95, away_score=89, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Golden State Warriors, away_team=Minnesota Timberwolves, home_score=121, away_score=107, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Sacramento Kings, away_team=Dallas Mavericks, home_score=98, away_score=87, winner=Home]
GameInfo [date=Tue Apr 04 00:00:00 EDT 2017, home_team=Utah Jazz, away_team=Portland Trail Blazers, home_score=106, away_score=87, winner=Home]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=Charlotte Hornets, away_team=Miami Heat, home_score=99, away_score=112, winner=Away]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=Detroit Pistons, away_team=Toronto Raptors, home_score=102, away_score=105, winner=Away]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=Memphis Grizzlies, away_team=Oklahoma City Thunder, home_score=100, away_score=103, winner=Away]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=Houston Rockets, away_team=Denver Nuggets, home_score=110, away_score=104, winner=Home]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=Boston Celtics, away_team=Cleveland Cavaliers, home_score=91, away_score=114, winner=Away]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=San Antonio Spurs, away_team=Los Angeles Lakers, home_score=95, away_score=102, winner=Away]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=Phoenix Suns, away_team=Golden State Warriors, home_score=111, away_score=120, winner=Away]
GameInfo [date=Wed Apr 05 00:00:00 EDT 2017, home_team=LA Clippers, away_team=Dallas Mavericks, home_score=112, away_score=101, winner=Home]
GameInfo [date=Thu Apr 06 00:00:00 EDT 2017, home_team=Philadelphia 76ers, away_team=Chicago Bulls, home_score=90, away_score=102, winner=Away]
GameInfo [date=Thu Apr 06 00:00:00 EDT 2017, home_team=Orlando Magic, away_team=Brooklyn Nets, home_score=115, away_score=107, winner=Home]
GameInfo [date=Thu Apr 06 00:00:00 EDT 2017, home_team=Indiana Pacers, away_team=Milwaukee Bucks, home_score=104, away_score=89, winner=Home]
GameInfo [date=Thu Apr 06 00:00:00 EDT 2017, home_team=New York Knicks, away_team=Washington Wizards, home_score=103, away_score=106, winner=Away]
GameInfo [date=Thu Apr 06 00:00:00 EDT 2017, home_team=Atlanta Hawks, away_team=Boston Celtics, home_score=123, away_score=116, winner=Home]
GameInfo [date=Thu Apr 06 00:00:00 EDT 2017, home_team=Portland Trail Blazers, away_team=Minnesota Timberwolves, home_score=105, away_score=98, winner=Home]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Cleveland Cavaliers, away_team=Atlanta Hawks, home_score=100, away_score=114, winner=Away]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Toronto Raptors, away_team=Miami Heat, home_score=96, away_score=94, winner=Home]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Memphis Grizzlies, away_team=New York Knicks, home_score=101, away_score=88, winner=Home]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Houston Rockets, away_team=Detroit Pistons, home_score=109, away_score=114, winner=Away]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Dallas Mavericks, away_team=San Antonio Spurs, home_score=89, away_score=102, winner=Away]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Denver Nuggets, away_team=New Orleans Pelicans, home_score=122, away_score=106, winner=Home]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Utah Jazz, away_team=Minnesota Timberwolves, home_score=120, away_score=113, winner=Home]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Phoenix Suns, away_team=Oklahoma City Thunder, home_score=120, away_score=99, winner=Home]
GameInfo [date=Fri Apr 07 00:00:00 EDT 2017, home_team=Los Angeles Lakers, away_team=Sacramento Kings, home_score=98, away_score=94, winner=Home]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=Brooklyn Nets, away_team=Chicago Bulls, home_score=107, away_score=106, winner=Home]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=Charlotte Hornets, away_team=Boston Celtics, home_score=114, away_score=121, winner=Away]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=Orlando Magic, away_team=Indiana Pacers, home_score=112, away_score=127, winner=Away]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=Philadelphia 76ers, away_team=Milwaukee Bucks, home_score=82, away_score=90, winner=Away]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=Washington Wizards, away_team=Miami Heat, home_score=103, away_score=106, winner=Away]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=San Antonio Spurs, away_team=LA Clippers, home_score=87, away_score=98, winner=Away]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=Portland Trail Blazers, away_team=Utah Jazz, home_score=101, away_score=86, winner=Home]
GameInfo [date=Sat Apr 08 00:00:00 EDT 2017, home_team=Golden State Warriors, away_team=New Orleans Pelicans, home_score=123, away_score=101, winner=Home]
GameInfo [date=Sun Apr 09 00:00:00 EDT 2017, home_team=New York Knicks, away_team=Toronto Raptors, home_score=97, away_score=110, winner=Away]
GameInfo [date=Sun Apr 09 00:00:00 EDT 2017, home_team=Atlanta Hawks, away_team=Cleveland Cavaliers, home_score=126, away_score=125, winner=Home]
GameInfo [date=Sun Apr 09 00:00:00 EDT 2017, home_team=Denver Nuggets, away_team=Oklahoma City Thunder, home_score=105, away_score=106, winner=Away]
GameInfo [date=Sun Apr 09 00:00:00 EDT 2017, home_team=Phoenix Suns, away_team=Dallas Mavericks, home_score=124, away_score=111, winner=Home]
GameInfo [date=Sun Apr 09 00:00:00 EDT 2017, home_team=Sacramento Kings, away_team=Houston Rockets, home_score=128, away_score=135, winner=Away]
GameInfo [date=Sun Apr 09 00:00:00 EDT 2017, home_team=Memphis Grizzlies, away_team=Detroit Pistons, home_score=90, away_score=103, winner=Away]
GameInfo [date=Sun Apr 09 00:00:00 EDT 2017, home_team=Los Angeles Lakers, away_team=Minnesota Timberwolves, home_score=110, away_score=109, winner=Home]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Philadelphia 76ers, away_team=Indiana Pacers, home_score=111, away_score=120, winner=Away]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Boston Celtics, away_team=Brooklyn Nets, home_score=114, away_score=105, winner=Home]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Miami Heat, away_team=Cleveland Cavaliers, home_score=124, away_score=121, winner=Home]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Chicago Bulls, away_team=Orlando Magic, home_score=122, away_score=75, winner=Home]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Milwaukee Bucks, away_team=Charlotte Hornets, home_score=89, away_score=79, winner=Home]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Detroit Pistons, away_team=Washington Wizards, home_score=101, away_score=105, winner=Away]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Portland Trail Blazers, away_team=San Antonio Spurs, home_score=99, away_score=98, winner=Home]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=LA Clippers, away_team=Houston Rockets, home_score=125, away_score=96, winner=Home]
GameInfo [date=Mon Apr 10 00:00:00 EDT 2017, home_team=Golden State Warriors, away_team=Utah Jazz, home_score=99, away_score=105, winner=Away]
GameInfo [date=Tue Apr 11 00:00:00 EDT 2017, home_team=Atlanta Hawks, away_team=Charlotte Hornets, home_score=103, away_score=76, winner=Home]
GameInfo [date=Tue Apr 11 00:00:00 EDT 2017, home_team=Minnesota Timberwolves, away_team=Oklahoma City Thunder, home_score=98, away_score=100, winner=Away]
GameInfo [date=Tue Apr 11 00:00:00 EDT 2017, home_team=Dallas Mavericks, away_team=Denver Nuggets, home_score=91, away_score=109, winner=Away]
GameInfo [date=Tue Apr 11 00:00:00 EDT 2017, home_team=Los Angeles Lakers, away_team=New Orleans Pelicans, home_score=108, away_score=96, winner=Home]
GameInfo [date=Tue Apr 11 00:00:00 EDT 2017, home_team=Sacramento Kings, away_team=Phoenix Suns, home_score=129, away_score=104, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Orlando Magic, away_team=Detroit Pistons, home_score=113, away_score=109, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Cleveland Cavaliers, away_team=Toronto Raptors, home_score=83, away_score=98, winner=Away]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Boston Celtics, away_team=Milwaukee Bucks, home_score=112, away_score=94, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=New York Knicks, away_team=Philadelphia 76ers, home_score=114, away_score=113, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Miami Heat, away_team=Washington Wizards, home_score=110, away_score=102, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Chicago Bulls, away_team=Brooklyn Nets, home_score=112, away_score=73, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Memphis Grizzlies, away_team=Dallas Mavericks, home_score=93, away_score=100, winner=Away]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Houston Rockets, away_team=Minnesota Timberwolves, home_score=123, away_score=118, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Oklahoma City Thunder, away_team=Denver Nuggets, home_score=105, away_score=111, winner=Away]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Indiana Pacers, away_team=Atlanta Hawks, home_score=104, away_score=86, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Utah Jazz, away_team=San Antonio Spurs, home_score=101, away_score=97, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=LA Clippers, away_team=Sacramento Kings, home_score=115, away_score=95, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Golden State Warriors, away_team=Los Angeles Lakers, home_score=109, away_score=94, winner=Home]
GameInfo [date=Wed Apr 12 00:00:00 EDT 2017, home_team=Portland Trail Blazers, away_team=New Orleans Pelicans, home_score=100, away_score=103, winner=Away]
